date,askingPrice,revenueMultiple,listingHeadline,listingType,totalRevenueAnnual,totalProfitAnnual,totalGrowthAnnual,location,dateFounded,team,about,revenue,customers,keywords,annualProfit,growthAnnual,techStack,businessModel,competitors,weeklyViews
2022-07-16,1000000,8.2,Your fundraising sidekick,premium,122022,114915,142.0,United States,2019-06-01,3,"Profitable SaaS with $122,020 in TTM revenue and $114,915 in TTM profit that offers a streamlined, entry-level, and mobile-friendly app/CRM aimed at helping down-ballot candidates and non-profits learn how to raise money, facilitate best fundraising practices, and organize their development program. 

✅ $114,915 in TTM revenue
✅ $80,010 in TTM profit
✅ $10,271 in revenue last month
✅ $5,158 in profit last month
✅ Competitors: Bloomerang, ActBlue, EveryAction",29315.0,100-1000,"CRM, Fundraising, Fintech, political, non-profit, non profit, mission, freemium, saas",114915,142.0,"Firebase, Stripe, and soon Braintree (PayPal). Sales is through ActiveCampaign.","Credit Card Revenue (2% of all credit card transactions),  SaaS (Freemium and monthly subscriptions), Data (consumer and donor)","['Bloomerang', 'ActBlue', 'EveryAction']",12
2022-07-16,2000000,7.7,Postal mailing service powering self-service transactional and direct mail campaigns for businesses,platinum,260000,10000,2500.0,United States,2021-05-01,1,"Profitable SaaS with $260,000 in TTM revenue and $10,000 in TTM profit that offers bootstrapped direct postal mail and transactional mail startup started in May 2021 with rapid growth.  $260K TTM revenue with 37% MOM growth. 

✅ $260,000 in TTM revenue
✅ $10,000 in TTM profit
✅ $40,000 in revenue last month
✅ $2,000 in profit last month
✅ Competitors: Mailform, Switch, Postalocity, LetterStream, Click2Mail

The service is popular for both single-use needs and as a long-term part of users’ stack. It has served 10,000 paying customers to date. ",24000.0,10000-100000,"postal mail, direct mail, postcards, letters",10000,2500.0,"The tech is built predominantly on AWS-powered serverless micro services and a Bubble frontend. Physical mailing operations are outsourced to a partner, as is standard in this space.  ","On-demand or account balance top-up for mailing campaigns, with a small SaaS subscription component for additional features.","['Mailform', 'Switch', 'Postalocity', 'LetterStream', 'Click2Mail']",0
2022-07-13,8000000,4.4,Customer engagement SaaS platform providing loyalty and payment services for restaurants.,platinum,1800000,350000,20.0,Canada,2011-05-01,21,"Profitable SaaS with $1,800,000 in TTM revenue and $150,000 in revenue last month that provides white-label customer engagement solutions for restaurants and retailers. If you have ever downloaded an app for a restaurant, it was built by a company like ours. We service over 100 restaurant and retail brands in 20+ different countries and in 4 different languages.

✅ $1,800,000 in TTM revenue
✅ $150,000 in revenue last month
✅ $37,000 in profit last month
✅ Raised $900,000 in convertible notes, $350,000 in debt
✅ Competitors: Paystone, Paytronix, Givex, Como",1800000.0,100-1000,"loyalty, point of sale, rewards, gift cards, payments, restaurant, retail, mid market, pos, consumer data, campaigns, data",350000,20.0,LAMP,SaaS. We charge a monthly fee based on the number of participating stores and features consumed. The fee may range from $30 to $200/store/month. Our revenue is almost exclusively SaaS.,"['Paystone', 'Paytronix', 'Givex', 'Como']",11
2022-07-12,1000000,4.2,"Mobile-first Compliance SaaS biz disrupting desktop-based competitors, in billion-dollar industry. ",premium,240000,200000,10.0,Switzerland,2016-06-01,3,"Profitable SaaS with $240,000 in TTM revenue and $200,000 in TTM profit that delivers instant Compliance Programs to SMBs and Corporates worldwide. All revenues are inbound as the company has no sales or marketing activities, due to a small team running 3 startups. 

✅ $240,000 in TTM revenue
✅ $100,000 in TTM profit
✅ $23,000 in revenue last month
✅ $8,000 in profit last month
✅ Competitors: EQS Group AG, Navex, OneTrust, GAN Integrity

Already an acquisition target of large competitors, the company has huge growth potential with an industry-only Last Mile compliance solution. It delivers policies, training, certifications, risk assessments, etc. to employees, but also non-office workers without company email or devices. 

Demo
https://vimeo.com/726917373/bba0248a8e",240000.0,10-100,Mobile-first. Last mile compliance. Compliance as a Service ,200000,10.0,"AWS. We have developed an API that our competitors could easily use to grow, to offer existing and new customers a mobile-first solution.",We charge $1 per employee per month although cap with large clients (one client with 100.000 employees). ,"['EQS Group AG', 'Navex', 'OneTrust ', 'GAN integrity ']",9
2022-07-08,1000000,5.7,Turnkey SaaS Billing Platform,premium,175000,22000,0.0,United States,2017-06-01,4,"Profitable SaaS with $175,000 in TTM revenue and $22,000 in TTM profit built for SaaS and product-led growth companies. This stable, full-featured SaaS processes over $50 million/per year for 100+ sticky customers. 

✅ $175,000 in TTM revenue
✅ $22,000 in TTM profit
✅ $13,890 in revenue last month
✅ $3,740 in profit last month
✅ Competitors: Chargify, Chargebee, Zuora",156000.0,100-1000,"billing, usage, vertical saas, zend, payments, product led, invoicing, subscription, saas, fintech",22000,0.0,"Zend Framework, Amazon Aurora, High availability, multi-server AWS configuration based on the Cloudformation PCI complaint template.",Monthly fee + per transaction fee. Additional basis points from referrals and processing.,"['Chargify', 'Chargebee', 'Zuora']",7
2022-06-27,2500000,1.9,"Events platform including streaming, monetization, matchmaking, analytics, mobile apps",platinum,1350000,0,400.0,United States,2019-06-01,45,"SaaS with $1,000,000 in ARR and $1,350,000 in TTM revenue that offers event organizers, experts, and learners a 4K LIVE video broadcasting platform and tools powered with advanced A.I. It also offers additional game-changing features like live language translation, speech transcription, and more.

✅ $1,350,000 in TTM revenue
✅ $110,000 in revenue last month
✅ Tech: React, Golang, Java, Python, PostgreSQL, Swift, Kotlin
✅ Raised $1,490,000 from external investors, invested over $2,700,000 of own funds
✅ Competitors: Hopin, Eventbrite, CVent, Bizzabo, Xing Events, RunTheWorld",1100000.0,10-100,"streaming, events, matchmaking, education, content",0,400.0,"React, Golang, Java, Python, PostgreSQL, Swift, Kotlin","B2B SaaS, pricing is based on the number of events a customer is planning to host and the size of an audience.
For uploaded paid content we take 10% of a transaction volume when selling tickets.","['Hopin', 'Eventbrite', 'CVent', 'Bizzabo', 'Xing Events', 'RunTheWorld']",5
2022-06-22,12000000,10.0,Customer Communication Platform for Direct Messaging Apps,platinum,1200000,150000,47.0,France,2019-10-01,25,"Profitable SaaS with $1,200,000 in TTM revenue and $150,000 in TTM profit that facilitates customer communication via Direct Messaging Apps. It helps B2C businesses to better serve their customers through their favorite channels, including Whatsapp Business, Facebook Messenger, Instagram Direct and Telegram.

✅ $1,200,000 in TTM revenue
✅ $150,000 in TTM profit
✅ $127,000 in revenue last month
✅ $35,000 in profit last month
✅ Competitors: Sirena App, Trengo, B2chat, Oktadesk, TakeBlip, LeadSales, Chattigo, Cliengo",1400000.0,1000-10000,"WhatsApp Business API, WhatsApp Business Platform, Customer Support platorm for WhatsApp & messaging apps",150000,47.0,"Ruby on Rails, React, Go ","SaaS based on number of seats (number of sales/support agents working within the platform) and integrations added to the account (WhatsApp Business API, Messenger, Instagram Direct and Telegram). Clients pay quarterly, every 6-months or yearly.","['Sirena App', 'Trengo', 'B2chat', 'Oktadesk', 'TakeBlip', 'LeadSales', 'Chattigo', 'Cliengo']",9
2022-06-17,10000000,11.8,World's No1 - GPS Fuel Monitoring Solution provider.,platinum,848272,10000,28.0,India,2015-04-01,40,"Profitable SaaS with $300,000 in ARR and $848,272 in TTM revenue that is a fuel monitoring solution provider. 60% of the Indian market is controlled by us, active presence in Africa, South America, and South Asia countries. Our Driver App is futuristic, aimed at consolidating the entire driver force across emerging markets.

✅ $848,272 in TTM revenue
✅ $10,000 in TTM profit
✅ $84,415 in revenue last month
✅ $1,000 in profit last month
✅ Competitors: FleetX, Loconav , Uffizio",300000.0,1000-10000,"fuel monitoring system, driver app, gps vehicle tracking system",10000,28.0,"Java/Kubernetes backend 
AngularJS, ReactJS, Android, and IOS (swift) front end.
PHP - Laravel - Admin Panel.
Phython scripts for scheduled reports.
Digital Ocean cloud.
","Telematics SaaS. Subscription - prepaid, monthly and yearly.
","['Loconav ', 'FleetX', 'Uffizio']",12
2022-06-16,4000000,7.7,Log storage service for app developers to reproduce and resolve bugs,platinum,522000,59000,22.0,Germany,2015-09-01,5,"Profitable SaaS log storage service with $543,000 in ARR and $522,000 in TTM revenue for application developers that collects everything happening in the application, even if it doesn’t crash, in order to reproduce and resolve bugs more effectively and provide better customer support. The platform respects your user's privacy is battery and network efficient and keeps logging even if the device is offline.

✅ $522,000 in TTM revenue
✅ $59,000 in TTM profit
✅ $34,000 in revenue last month
✅ $59,000 in profit last month
✅ Competitors: Sentry, Instabug, Crashlytics",543000.0,100-1000,"web, mobile, development, tool",59000,22.0,"The server code is written in GO and use different tools: Kafka, Redis, MySQL, ElasticSearch, etc.
It's not hosted on a cloud provider for cost reasons.
Frontend is built on Angular and React.",SaaS,"['Sentry', 'Instabug', 'Crashlytics']",3
2022-06-13,3500000,1.8,Cloud business phone system for getting service up and running quickly,platinum,1920000,0,22.0,Estonia,2019-02-01,31,"SaaS with €1,920,000 in ARR (100% 🇮🇹 Italian B2B market) that is the Cloud business phone system that's up and running in less than 59 seconds. This platform provides landline and toll-free phone numbers with Web App for Mac, and Windows, mobile apps for iOS and Android, and the platform's IP-Phones with HD audio and premium features.

✅ €1,920,000 in TTM revenue
✅ €160,000 in revenue last month
✅ Tech: Angular, Java Spring Boot, .net, c#, AWS, Docker
✅ Competitors: Dialpad, Aircall, Ringcentral, Justcall, Openphone
",1920000.0,1000-10000,"voip, phone system, cloud, saas, telecom",0,22.0,"Angular, Java Spring Boot, .net, c#, AWS, Docker.",SaaS with 3 plans for users with add-ons,"['Dialpad', 'Aircall', 'Ringcentral', 'Openphone', 'Grasshopper', 'Cloudtalk', 'Justcall']",5
2022-06-09,1400000,4.6,Automotive data company for enabling OEMs to track vehicles after purchase,platinum,303000,220000,100.0,Canada,2019-10-01,3,"Profitable SaaS automotive data company with $266,000 in ARR and $303,000 in TTM revenue that provides some of the largest vehicle OEMs data on which of their vehicles have been exported outside of the country of the initial sale. Its most advanced prevention tool uses our proprietary algorithm and analyzes the likelihood that someone is purchasing a vehicle for export and notifies the dealership selling the vehicle of the risk associated.

✅ $303,000 in TTM revenue
✅ $220,000 in TTM profit
✅ $25,000 in revenue last month
✅ $18,500 in profit last month
✅ Competitors: IHS Markit",140000.0,10-100,"automotive, data",220000,100.0,"AWS, PHP, Laravel",Clients can sign a quarterly or annual contract to receive the data. We provided the data on a monthly basis to them. Pricing is in the 5 figures for an annual contract.,['IHS Markit'],13
2022-06-07,1000000,2.0,Online logo & brand identity builder that has helped millions of small businesses,platinum,500000,189000,0.0,Ukraine,2012-01-01,11,"Profitable SaaS with $500,000 in TTM revenue and $189,000 in TTM profit that creates logos, business card designs, letterheads, email signatures, social media kits, favicons, user pics, and brand books in a matter of minutes. It helps small businesses/startups skip the first steps of identity building in the stages where their money and time are better spent elsewhere.
 
✅ $500,000 in TTM revenue
✅ $189,000 in TTM profit
✅ $40,000 in revenue last month
✅ $15,000 in profit last month
✅ 1,000,000+ monthly global visitors
✅ 800,000 annual signups
✅ Competitors: Looka, TailorBrands, Freelogodesign",0.0,more than 100000,"logo, brand, identity, seo",189000,0.0,"Python, Angular, Webpack/Gulp, JavaScript, TypeScript, SQL, Linux/Ubuntu","- SaaS.

- Freemium (small sized logos are free of charge, you pay to get the whole kit).

- One-time-payments with cross package upsales $9 - $99 (USD).

- White-label B2B
 ","['Looka.com', 'TailorBrands.com', 'Freelogodesign.org']",7
2022-06-03,2900000,3.6,Mission-critical scheduling API for your app or marketplace,platinum,800000,0,50.0,Canada,2016-06-01,9,"SaaS with $600,000 USD in ARR and $700,000 in TTM revenue that is designed for applications, marketplaces, and organizations to implement scheduling into their own products or workflows. We bridge the gap between off-the-shelf solutions like Calendly - building schedules from scratch, and supporting major customers in the retail, pharmacy, and other spaces.

✅ $700,000 in TTM revenue USD
✅ $50,000 USD in revenue last month
✅ Tech: Microsoft .Net + React
✅ Competitors: Timekit, Nylas, Cronofy",600000.0,10-100,"api, scheduling, software",0,50.0,"Microsoft
.Net + React","We charge by appointment, based on tiered plans or custom plans.

$299/mo for up to 300 appointments per month
$699/m up to 3,000
$1,799/mo up to 15,000

Custom beyond those thresholds.","['Timekit.io', 'Nylas.com', 'Cronofy.com']",4
2022-05-26,6230000,5.9,Transcription & captions marketplace fun audio-to-text in multiple languages,platinum,1050004,361320,100.0,Canada,2020-05-01,11,"Turnkey, semi-automated Standardized Marketplace with $USD 1,054,000 in TTM revenue that provides closed captioning/subtitles and transforms audio-to-text in various languages. The Company also offers caption and subtitle translation via the platform.  

 This company offers closed captioning services for businesses, creator programs, and individuals globally. 

$1,054,000 Rolling 12 Month revenue
73% Gross Margins
✅ Competitors: Rev, Verbit, Amberscript, Happy Scribe, Sous Titreur
",1054000.0,1000-10000,"marketplace, high-margin",361320,100.0,"Tech stack this product is built on PHP, jQuery, React, Google Cloud","Standardized Marketplace
Average selling per-unit price: 4.17USD
Average direct gross cost per-unit: 1.02USD

At least 50 freelancers active per day
Large and small clients, repeat business

Lots of proprietary tech","['Rev.com', 'Amberscript.com', 'Happyscribe.com', 'Soustitreur.com', 'Verbit.com']",2
2022-05-16,1000000,2.3,Event registration platform for event organizers planning gatherings,platinum,429000,142359,36.74265146970606,United States,2016-06-01,2,"Profitable SaaS with $400k+ in TTM revenue and $100K+ annual gross profit that helps event organizers for corporate gatherings and personal events to collect RSVPs, sell tickets, and manage events.

✅ $100,000+ Net Profit 
✅ 30-68% YoY Growth Rate
✅ $400k+ in TTM revenue
✅ Competitors: Eventbrite, RSVPify, SplashThat 
✅ Minimal Upkeep - 2-4 hours per week",57060.0,10000-100000,"event technology, ticket sales, rsvp platform, event platform",142359,36.74265146970606,"Ruby on Rails, Stripe, Sendgrid","We have three pricing plans: 
- Free events cost $39 to publish 
- Ticketed events have a transaction fee of 1.99% + $1 per ticket + 3% credit card processing by Stripe. 
- We have a $49 monthly subscription that allows organizations to publish an unlimited number of free events. ","['Eventbrite', 'RSVPify', 'SplashThat']",4
2022-05-13,2400000,2.9,Enterprise IoT and AI firm with proprietary Video Intelligence Platform,platinum,825000,300000,25.0,India,2016-10-01,25,"Profitable SaaS with $825,000 in TTM revenue and $300,000 in TTM profit that specializes in designing and developing Internet of Things & Artificial Intelligence solutions. We have a team of 25 award-winning product thinkers, designers, software engineers & AI developers, with a passion to converge the Phygital world through relentless product innovation.

✅ $825,000 in TTM revenue
✅ $300,000 in TTM profit
✅ $60,000 in revenue last month
✅ $25,000 in profit last month
✅ Competitors: Tech Mahindra, Vision Valley, Wipro, Awiros

We have been working with ideas that inspire, engage, and excite, that challenge convention, and shape the trends since 2017. We are present in 07 countries (Qatar, Canada, UAE, Nigeria, India, Italy, Indonesia) and have strategic partnerships with 50+ Device OEMs, 5+ Telecom Players & 20+ System Integrators.

",600000.0,10-100,"Artificial Intelligence Solution Provider, Telco grade software, IOT Development center",300000,25.0,"- Front end: Angular, React 
- Back end: NodeJs, Python 
- Mobile App: Flutter, Native Android, Native iOS 
- ML: Tensor Flow, OpenCV, Gstreamer, Python, OpenVino, etc
- Databases : MongoDB, NoSQL
- IoT Platforms: Cumulocity, Azure, AWS","Our Revenue channels are: 
- Time and Material based Software Development and Maintenance 
- Retainer based deployment of engineering resources
- Center of Excellence set up and maintenance 
- IoT and AI Consultation 
- Sales of SaaS-based products","['SPOT AI', 'GRAYMATICS', 'AWIROS', 'OPTIMUM', 'TECH MAHINDRA', 'DENSITY.IO']",14
2022-05-12,1500000,3.0,B2B privacy software for monitoring compliance risk,platinum,500000,375899,62993.0,Australia,2020-01-01,5,"Profitable SaaS with $500,000 in TTM revenue and $375,899 in TTM profit that is an innovative privacy-tech company with 2 products in the market, more than 200 users active within the platform and $500,000 one-off revenue TTM. 

✅ $500,000 in TTM revenue (one-off purchases)
✅ $375,899 in TTM profit
✅ Pre-existing partnerships
✅ Competitors: OneTrust, TrustArc, Ketch, BigID

Strong partnership with Mastercard, a huge opportunity for growth with the right owner, full ownership of all IP.",0.0,100-1000,"Privacy, Regtech, Privacy Policy, Cookie Policy, GDPR, CCPA, CPRA, SAAS, Software",375899,62993.0,"Vue, Typescript, Javascript, AWS",B2B - Size scaled pricing,"['OneTrust', 'TrustArc', 'Ketch', 'BigID']",6
2022-05-04,6000000,10.0,We make dumb elevators smart,platinum,597563,0,93.0,Austria,2014-12-01,11,"SaaS with $180,000 in ARR and $597,563 in TTM revenue that offers comprehensive Elevator as a service to its B2B customers. With our independent IoT-Platform combined with our hardware, we take the Elevator Management to the next level, as our customers save up to 50 % of their costs and time.

✅ $597,563 in TTM revenue
✅ $83,555 in revenue last month
✅ Tech: AWS
✅ Raised $3,500,000 in funding
✅ Competitors: Aufzugshelden, Simplifa",180000.0,100-1000,"Patents, Technologieleader",0,93.0,AWS,"Hardware View II: Onetime revenues for selling the goods / combinded with IOT-SaaS revenues for usage of the  platform. 
Software Liftbook: SaaS, recurring revenues ","['Aufzugshelden', 'Simplifa']",8
2022-05-03,5000000,2.5,Video hosting and management platform for agencies and large companies,platinum,1970000,172000,0.0,Australia,2002-01-01,10,"Profitable SaaS with $1,900,000 in ARR and $1,970,000 in TTM revenue that is an enterprise video hosting and management platform. Their word-class software has become mission-critical to its customers which include government agencies & large logo enterprises. Many of the customers have been with the company for nearly a decade, a testament to how sticky the recurring revenue is.

✅ $1,970,000 in TTM revenue
✅ $172,000 in TTM profit
✅ $156,000 in revenue last month
✅ $932 in profit last month
✅ Raised $2,100,000 in funding
✅ Competitors: Kaltura, Panopto, Vimeo

Key Customers include Australian Government Agencies, National Chartered Banks, Multinational Law, and Insurance Firms. Experienced and motivated team comes with the transaction, including a CEO and CTO (10yr+ with the company).
",1900000.0,10-100,"SaaS, Enterprise, Video Management, Profitable",172000,0.0,"Amazon S3, AWS Media Converter, Amazon EC2, Amazon RDS, Amazon Lamda, AWS API Gateway, Snowflake","Subscription licensing
Most contracts are annual billing, paid upfront. Clients are on a variety of different (and legacy) pricing.

• We also charge additional for storage and bandwidth usage, presenting a great opportunity for upgrades and driving high net dollar retention.","['Kaltura', 'Panopto', 'Vimeo']",9
2022-04-30,2500000,3.1,"Subscription-based, on-demand graphic design platform for SMEs",platinum,800000,300000,30.0,Singapore,2020-02-01,60,"Profitable SaaS business with $700,000 in ARR and $600,000 in TTM revenue that provides a convenient platform that allows both SMEs and MNEs to get access to a personal graphic design team, that delivers high-quality graphic design with fast turn-around times. 

✅ $600,000 in TTM revenue
✅ $200,000 in TTM profit
✅ $55,000 in revenue last month
✅ $20,000 in profit last month
✅ Competitors: Design pickle, Superside, Upwork, Penji",700000.0,10-100,"Graphic design, creative, service-based, marketing tech, agency, productized service, platform, design,  outsourcing",300000,30.0,"ReactJS,
PHP,
PostgreSQL,
Redis,
RabbitMQ,
NGIX,
TypeScript,
DigitalOcean,
CloudFlare","Recurring revenue model (subscription), ranging from $449 to $2,395+ p/m.  

Furthermore, we offer pay-as-you-go options. ","['Design pickle', 'Superside', 'Upwork', 'Penji']",7
2022-04-29,5000000,8.9,Learning management system for new employee onboarding,platinum,562660,60000,5.0,United States,2018-08-01,5,"Profitable SaaS with $562,660 in TTM revenue and $60,000 in TTM profit that increase the team’s learning speed, improves real-world knowledge retention and supports your customer success and GTM team goals. This platform is built with a powerful learning technique — spaced repetition.

✅ $562,660 in TTM revenue
✅ $60,000 in TTM profit
✅ $45,000 in revenue last month
✅ $5,000 in profit last month
✅ Competitors: Lessonly",562660.0,10-100,"SaaS, enterprise, B2B, LMS",60000,5.0,"Python, ReactJS, AWS","SaaS, 100% recurring revenue",['Lessonly'],5
2022-04-22,2000000,3.3,EdTech platform powered by AI with marquee customers for visual/interactive/game/simulation learning,platinum,600000,50000,20.0,Singapore,2009-03-01,33,"Profitable SaaS with $300,000 in ARR and $600,000 in TTM revenue with AI for visual, interactive, game simulation-based learning. Currently, we have over 50 customers for our business, we have a marquee set of customers including global supranational cos, banks, and sports bodies.

✅ $600,000 in TTM revenue
✅ $50,000 in TTM profit
✅ $50,000 in revenue last month
✅ $4,000 in profit last month
✅ Raised $800,000 in funding
✅ Competitors: ALegacy Face-to-face Training and eLearning",300000.0,10-100,"game-based learning, values-driven team, engagement",50000,20.0,Asp.Net,SaaS + Customized Product,['Legacy Face-to-face Training and eLearning'],1
2022-04-18,3250000,5.1,Provides a POS system and eCommerce site for buying and selling discount gift cards,platinum,633726,12000,1.0,United States,2010-10-01,4,"Profitable SaaS with $633,726 in TTM revenue and $12,000 in TTM profit that is a proprietary software POS allowing businesses to buy gift cards from consumers and receive commissions of 15-20% on those purchases.

✅ $633,726 in TTM revenue
✅ $12,000 in TTM profit
✅ $52,810 in revenue last month
✅ $1,000 in profit last month
✅ Competitors: Raise, Cardcash

In business since 2010, we have a network of 500+ partners across the US currently utilizing this software and purchase over 10K+ cards a year from consumers across the U.S. 

Our system also features a B2C e-commerce site, targeting the 'couponer' demographic,  where these cards are sold to customers at a discount.",0.0,more than 100000,"ecommerce, b2b, saas, pos, point of sale, gift cards",12000,1.0,"PHP, Javascript, GO, AWS, mySQL, MariaDB, Postgres","We are a full service POS SAAS. We provide our SAAS free of charge to our partner network where they purchase gift cards on our behalf at a discounted rate from their own customers and upload to our system. We pay the partner a commission for each card they purchase and also provide guarantees against fraud. We list roughly 70% of our cards digitally, the remainder are shipped in and sold to our B2C customers at a discount on our website. Our margin comes from the difference between the price we pay our partner for the card and the price we list the card up for sale on our B2C. ","['Raise.com', 'Cardcash.com']",2
2022-04-08,1000000,10.0,Patented fraud prevention application for Shopify merchants,premium,100000,0,15.0,United States,2018-01-01,3,"SaaS with $80,000 in ARR and $100,000 in TTM revenue that helps merchants prevent fraud before a transaction goes into the payments world. It provides each merchant with their own no-fly list. Transactions are run against 35 data lines and are scored. 

✅ $100,000 in TTM revenue
✅ $7,500  in revenue last month
✅ Raised close to $3,000,000 in funding
✅ Tech: Combination of Ruby and PHP
✅ Competitors: SIgnifyd, Kount

Transactions that have some degree of risk are flagged and the customers are required to reply via text or email.",80000.0,10-100,"fraud prevention, fraud protection, reduce False positives",0,15.0,Combination of Ruby and PHP,SaaS - merchants pay on a per transaction basis,"['Several competitors - but not so much in the lower middle market. SIgnifyd, Kount']",1
2022-03-14,3000000,6.0,"Facility management platform for schools, workplaces, and sports facilities",platinum,500732,114000,30.0,,2018-08-01,18,"Profitable SaaS with $500,732 in TTM revenue and $114,000 in TTM profit that is a Biometric enabled facility management SaaS and devices. It serves 3 customer types: Education (Attendance tracking, temperature scanning, school management, waitlist management, activity tracking, payment collection (soon)), Workplaces (Attendance tracking, temperature scanning, access control, payroll calculation), and Sports (Attendance tracking, temperature scanning, membership management, access control, photo management).

✅ $500,732 in TTM revenue
✅ $114,000 in TTM profit
✅ $38,587 in revenue last month
✅ $18,124 in profit last month
✅ Competitors: Truein, Accushield",500000.0,100-1000,"facial recognition, attendance cloud, amazon store, identity server, offshore team",114000,30.0,Backend .NET running on Azure & AWS. Frontend is Angular. Phone & Tablet apps are built with flutter,Charge per user per month + devices sales,"['https://truein.com/face-attendance-system/', 'http://www.accushield.com']",7
2022-03-14,6400000,3.9,Tax filing software designed for a specific niche area of the tax code,platinum,1635045,1598045,500.0,,2021-09-01,3,"B2B company with $1,560,000 in TTM revenue and $1,500,000 in TTM profit that focuses on a niche area of tax code. We created software that automates a very manual IRS and tax filing process and we can charge a premium for it. 

✅ $1,560,000 in TTM revenue
✅ $1,500,000 in TTM profit
✅ $392,333 in revenue last month
✅ $361,338 in profit last month
✅ Competitors: Mainstreet, Ituit, Local accounting firms, ADP",0.0,10-100,"tax,taxsoftware,taxtech,fintech",1598045,500.0,"React, Ruby on Rails, Html ",Variable fee based software ,"['Mainstreet.com', 'Ituit', 'Local accounting firms', 'ADP']",27
2022-03-09,1760000,2.0,Natural language processing SaaS for social listening and RPA analytics,platinum,881440,134644,10.0,Spain,2011-08-01,8,"Profitable SaaS with $618,872 in ARR and $859,458 in TTM revenue that is for social listening and RPA for Customer Service and other Intelligence needs around unstructured data management. The platform is used by companies to track their reputation and opinions, to create market research reports at low cost, to develop better customer service, to structure their unstructured data, or to use Robotic Process Automatization.

✅ $880,745 in TTM revenue
✅ $136,603 in TTM profit
✅ $122,229 in revenue last month
✅ $34,575 in profit last month
✅ Raised $420,000 in funding
✅ Competitors: Brandwatch, Talkwalker, Digimind",618872.0,10-100,"Social listening, Social data, NLP, RPA, Social media, Social networks, Marketing analytics, Market research",134644,10.0,"Google Cloud (PubSub, BigQuery, MySQL, Monitoring, Memorystore) with Golang as main language and Angular as main frontend framework. We use microservices with “12 factors” CI/CD practices with Kubernetes/Docker/Travis and Git-flow.",SaaS,"['Brandwatch', 'Talkwalker', 'Digimind']",3
2022-03-09,2000000,9.1,"AI cyber company, delivering protection for the Adtech industry.",premium,220000,75000,,,2017-01-01,2,"Profitable SaaS with $320,000 in ARR and $220,000 in TTM revenue that delivers malvertising protection and ad quality validation. Our Patent-Pending AI solutions stop malicious and harmful ads and identify lost revenues across your digital inventory.

✅ $220,000 in TTM revenue
✅ $75,000 in TTM profit
✅ $26,000 in revenue last month
✅ $9,000 in profit last month
✅ Raised $380,000 in 2016 via CLAs",320000.0,10-100,"adtech, ai, cyber",75000,0.0,"AWS-based microservices with ElasticSearch, Aerospike, RabbitMQ, MariaDB with auto-scaling services in Java, C++, Python. The architecture is designed and built for the full utilization of spot instances",SaaS,['No known competitors'],5
2022-03-07,24000000,7.5,"Automated background checks for hiring, lending, and transacting",platinum,3200000,190000,,,2016-02-01,50,"Profitable SaaS with $3,200,000 in TTM revenue and $190,000 in TTM profit that automates the background checks for hiring, lending and transacting in 9 countries via an API and a dashboard. It also combines an artificial intelligence with legal experts to ensure in making the best hiring decisions

✅ $3,200,000 in TTM revenue
✅ $190,000 in TTM profit
✅ $300,000 in revenue last month
✅ $20,000 in profit last month
✅ Competitors: Checkr, HireRight, First Advantage",3200000.0,10-100,"SaaS, Identity, Background Checks, Latin America, LatAm, SMB, Enterprise, Security, KYC, AML",190000,0.0,"Python, AWS Lambda","Pay per use of API for background checks for large enterprise clients, subscription model for SMB users","['Checkr', 'First Advantage', 'HireRight']",19
2022-03-04,10300000,4.0,Infrastructure and application monitoring platform for web developers with $2.6M in TTM revenue.,platinum,2600000,161000,,,2012-01-01,7,"Profitable B2B SaaS company with $2,600,000 in TTM revenue and $161,000 in TTM profit that is a complete hosted infrastructure and application monitoring platform using Graphite open source monitoring tool. In addition, we use Grafana dashboards for users to view their metrics in real-time.

✅ $2,600,000 in TTM revenue
✅ $161,000 in TTM profit
✅ $229,000 in revenue last month
✅ $100,000 in profit last month
✅ Competitors: Grafana Labs, Data Dog, New Relic",2690000.0,100-1000,"metric monitoring, hosted graphite, application monitoring, grafana dashboards",161000,0.0,"AWS, Bare metal servers, Phyton, Puppet/Terraform, Kubernetes/Terraform, Django, MySQL, Javascript",SaaS,"['Grafana Labs', 'Data Dog', 'New Relic']",11
